"id","title","description","category","price","discountPercentage","rating","stock","brand","sku","weight","warrantyInformation","shippingInformation","availabilityStatus","returnPolicy","minimumOrderQuantity","meta","images","thumbnail","dimensions_width","dimensions_height","dimensions_depth","review_1_rating","review_1_comment","review_1_reviewer","review_2_rating","review_2_comment","review_2_reviewer","review_3_rating","review_3_comment","review_3_reviewer","tags"
"58","Fork","The Fork is a classic utensil for various dining and serving purposes. Its durable and ergonomic design makes it a reliable choice for everyday use.","kitchen-accessories","3.99","14.36","4.18","10","","5XHGD6PF","6","1 month warranty","Ships in 1-2 business days","In Stock","30 days return policy","10","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Fork/thumbnail.png","23.61","25.62","5.67","5","Fast shipping!","Mia Miller","4","Excellent quality!","Aurora Rodriguez","1","Very unhappy with my purchase!","Jacob Cooper","kitchen tools, utensils"
"59","Glass","The Glass is a versatile and elegant drinking vessel suitable for a variety of beverages. Its clear design allows you to enjoy the colors and textures of your drinks.","kitchen-accessories","4.99","7.38","3.06","68","","2RO2KDHM","5","3 year warranty","Ships in 2 weeks","In Stock","7 days return policy","25","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Glass/thumbnail.png","14.7","18.98","21.93","1","Waste of money!","Henry Adams","4","Excellent quality!","Hazel Gardner","2","Very dissatisfied!","Xavier Wright","drinkware, glasses"
"60","Grater Black","The Grater in Black is a handy kitchen tool for grating cheese, vegetables, and more. Its sleek design and sharp blades make food preparation efficient and easy.","kitchen-accessories","10.99","3.29","2.87","80","","UBA8CV8A","3","3 year warranty","Ships in 1 month","In Stock","30 days return policy","22","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Grater%20Black/thumbnail.png","12.6","28.86","21.12","4","Highly impressed!","Jackson Morales","4","Awesome product!","Liam Garcia","5","Great value for money!","Oscar Powers","kitchen tools, graters"
"61","Hand Blender","The Hand Blender is a versatile kitchen appliance for blending, pureeing, and mixing. Its compact design and powerful motor make it a convenient tool for various recipes.","kitchen-accessories","34.99","6.44","3.71","8","","JZNXDL37","4","1 year warranty","Ships in 1 week","In Stock","7 days return policy","7","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Hand%20Blender/thumbnail.png","13.3","6.21","16.77","4","Highly recommended!","Chloe Morales","5","Very pleased!","Eleanor Tyler","5","Highly impressed!","Stella Morris","kitchen appliances, blenders"
"62","Ice Cube Tray","The Ice Cube Tray is a practical accessory for making ice cubes in various shapes. Perfect for keeping your drinks cool and adding a fun element to your beverages.","kitchen-accessories","5.99","0.95","3.27","81","","K0UE7U34","8","No warranty","Ships in 1 month","In Stock","30 days return policy","11","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Ice%20Cube%20Tray/thumbnail.png","27.19","20.42","17.45","5","Excellent quality!","Mia Miller","4","Very happy with my purchase!","Emma Miller","4","Highly impressed!","Isabella Anderson","kitchen tools, ice cube trays"
"63","Kitchen Sieve","The Kitchen Sieve is a versatile tool for sifting and straining dry and wet ingredients. Its fine mesh design ensures smooth results in your cooking and baking.","kitchen-accessories","7.99","9.23","2.96","33","","4U0L9HB6","5","1 week warranty","Ships in 1-2 business days","In Stock","7 days return policy","1","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Kitchen%20Sieve/thumbnail.png","22.94","11.91","20.47","4","Awesome product!","Charlotte Davis","5","Great product!","Leah Hughes","4","Great value for money!","Daniel Taylor","kitchen tools, strainers"
"64","Knife","The Knife is an essential kitchen tool for chopping, slicing, and dicing. Its sharp blade and ergonomic handle make it a reliable choice for food preparation.","kitchen-accessories","14.99","19.95","4.31","59","","NHTTZ30W","7","1 year warranty","Ships in 1 month","In Stock","7 days return policy","47","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Knife/thumbnail.png","11.63","23.99","24.62","5","Great product!","Benjamin Foster","4","Awesome product!","Daniel Taylor","5","Excellent quality!","Hannah Robinson","kitchen tools, cutlery"
"65","Lunch Box","The Lunch Box is a convenient and portable container for packing and carrying your meals. With compartments for different foods, it's perfect for on-the-go dining.","kitchen-accessories","12.99","15.33","2.84","26","","T4T5IDXP","1","3 year warranty","Ships in 1 month","In Stock","7 days return policy","49","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Lunch%20Box/thumbnail.png","13.76","18.36","27.9","5","Great product!","Abigail Rivera","4","Excellent quality!","Mason Wright","4","Very happy with my purchase!","Hunter Gordon","kitchen tools, storage"
"66","Microwave Oven","The Microwave Oven is a versatile kitchen appliance for quick and efficient cooking, reheating, and defrosting. Its compact size makes it suitable for various kitchen setups.","kitchen-accessories","89.99","18.73","2.71","27","","7CERPRRE","8","6 months warranty","Ships in 1 month","In Stock","90 days return policy","8","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Microwave%20Oven/thumbnail.png","9.61","25.64","12.31","5","Would buy again!","Ava Harrison","4","Highly impressed!","Liam Gonzalez","5","Awesome product!","Avery Carter","kitchen appliances, microwaves"
"67","Mug Tree Stand","The Mug Tree Stand is a stylish and space-saving solution for organizing your mugs. Keep your favorite mugs easily accessible and neatly displayed in your kitchen.","kitchen-accessories","15.99","15.21","4.34","93","","T4EBCVSS","7","1 week warranty","Ships in 3-5 business days","In Stock","30 days return policy","36","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Mug%20Tree%20Stand/thumbnail.png","7.37","13.1","12","3","Not as described!","Mia Miller","1","Would not recommend!","Cameron Perez","1","Not worth the price!","Lily Torres","kitchen tools, organization"
"68","Pan","The Pan is a versatile and essential cookware item for frying, sautéing, and cooking various dishes. Its non-stick coating ensures easy food release and cleanup.","kitchen-accessories","24.99","6.55","3.4","40","","3E1WZOKX","7","3 months warranty","Ships overnight","In Stock","No return policy","8","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Pan/thumbnail.png","19.51","17.96","23.24","4","Excellent quality!","Chloe Morales","4","Awesome product!","Sophia Brown","5","Very happy with my purchase!","Max Russell","cookware, pans"
"69","Plate","The Plate is a classic and essential dishware item for serving meals. Its durable and stylish design makes it suitable for everyday use or special occasions.","kitchen-accessories","3.99","13.03","3.07","30","","S8T5CGBD","8","1 year warranty","Ships overnight","In Stock","7 days return policy","2","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Plate/thumbnail.png","14.77","21.78","29.1","3","Poor quality!","Gavin Stanley","5","Great value for money!","Mateo Bennett","1","Very disappointed!","Elena Long","dinnerware, plates"
"70","Red Tongs","The Red Tongs are versatile kitchen tongs suitable for various cooking and serving tasks. Their vibrant color adds a pop of excitement to your kitchen utensils.","kitchen-accessories","6.99","18.24","3.22","15","","BTNVE4CT","3","1 month warranty","Ships in 3-5 business days","In Stock","90 days return policy","27","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Red%20Tongs/thumbnail.png","27.38","20.49","26.65","2","Would not recommend!","Nolan Bryant","5","Great product!","Elijah Cruz","4","Great value for money!","Nova Cooper","kitchen tools, tongs"
"71","Silver Pot With Glass Cap","The Silver Pot with Glass Cap is a stylish and functional cookware item for boiling, simmering, and preparing delicious meals. Its glass cap allows you to monitor cooking progress.","kitchen-accessories","39.99","4.57","3.86","37","","BSFNUA3V","9","Lifetime warranty","Ships in 1 week","In Stock","7 days return policy","19","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Silver%20Pot%20With%20Glass%20Cap/thumbnail.png","9.58","25.84","26.13","5","Highly impressed!","Addison Wright","3","Not worth the price!","Ava Taylor","4","Excellent quality!","Avery Scott","cookware, pots"
"72","Slotted Turner","The Slotted Turner is a kitchen utensil designed for flipping and turning food items. Its slotted design allows excess liquid to drain, making it ideal for frying and sautéing.","kitchen-accessories","8.99","7.24","3.77","36","","HCKJ62ZJ","4","Lifetime warranty","Ships in 2 weeks","In Stock","No return policy","11","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Slotted%20Turner/thumbnail.png","22.29","24.06","7.05","4","Great value for money!","Julian Newton","5","Very happy with my purchase!","Scarlett Wright","5","Very happy with my purchase!","Leah Hughes","kitchen tools, turners"
"73","Spice Rack","The Spice Rack is a convenient organizer for your spices and seasonings. Keep your kitchen essentials within reach and neatly arranged with this stylish spice rack.","kitchen-accessories","19.99","13.78","4.05","24","","WFKJQQRD","8","Lifetime warranty","Ships in 1 month","In Stock","No return policy","15","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Spice%20Rack/thumbnail.png","20.73","6.81","24.14","4","Fast shipping!","Elena Baker","5","Great product!","Elijah Cruz","5","Very happy with my purchase!","Penelope King","kitchen tools, organization"
"74","Spoon","The Spoon is a versatile kitchen utensil for stirring, serving, and tasting. Its ergonomic design and durable construction make it an essential tool for every kitchen.","kitchen-accessories","4.99","0.93","3.98","51","","PPBAZ4TS","9","3 year warranty","Ships overnight","In Stock","90 days return policy","40","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Spoon/thumbnail.png","8.45","25.16","17.43","5","Very happy with my purchase!","Sophia Jones","5","Great product!","Wyatt Perry","5","Great value for money!","Chloe Roberts","kitchen tools, utensils"
"75","Tray","The Tray is a functional and decorative item for serving snacks, appetizers, or drinks. Its stylish design makes it a versatile accessory for entertaining guests.","kitchen-accessories","16.99","9.93","3.2","48","","PCU0I0A1","8","5 year warranty","Ships in 2 weeks","In Stock","90 days return policy","10","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Tray/thumbnail.png","25.01","5.72","5.25","4","Great product!","Lily Lee","3","Not worth the price!","Emma Wilson","4","Excellent quality!","Ava Taylor","serveware, trays"
"76","Wooden Rolling Pin","The Wooden Rolling Pin is a classic kitchen tool for rolling out dough for baking. Its smooth surface and sturdy handles make it easy to achieve uniform thickness.","kitchen-accessories","11.99","16.94","4.99","80","","WHUXD7N8","7","1 week warranty","Ships overnight","In Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Wooden%20Rolling%20Pin/thumbnail.png","19.66","19.62","25.23","4","Great product!","Brayden Hill","1","Would not recommend!","Samantha Howard","4","Excellent quality!","Ruby Andrews","kitchen tools, baking"
"77","Yellow Peeler","The Yellow Peeler is a handy tool for peeling fruits and vegetables with ease. Its bright yellow color adds a cheerful touch to your kitchen gadgets.","kitchen-accessories","5.99","17.09","4.41","86","","YR9GLZ3I","4","1 month warranty","Ships in 3-5 business days","In Stock","30 days return policy","45","","","https://cdn.dummyjson.com/products/images/kitchen-accessories/Yellow%20Peeler/thumbnail.png","17.36","17.41","27.38","5","Highly impressed!","Harper Garcia","5","Highly impressed!","Liam Garcia","5","Very happy with my purchase!","Jacob Cooper","kitchen tools, peelers"
"78","Apple MacBook Pro 14 Inch Space Grey","The MacBook Pro 14 Inch in Space Grey is a powerful and sleek laptop, featuring Apple's M1 Pro chip for exceptional performance and a stunning Retina display.","laptops","1999.99","9.25","3.13","39","Apple","QDKO6NRJ","4","1 month warranty","Ships in 1 week","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/laptops/Apple%20MacBook%20Pro%2014%20Inch%20Space%20Grey/thumbnail.png","12.38","21.55","27.95","5","Would buy again!","Hunter Gordon","5","Would buy again!","Emma Wilson","5","Very pleased!","David Martinez","laptops, apple"
"79","Asus Zenbook Pro Dual Screen Laptop","The Asus Zenbook Pro Dual Screen Laptop is a high-performance device with dual screens, providing productivity and versatility for creative professionals.","laptops","1799.99","9.21","3.14","38","Asus","4A9KFMBG","8","No warranty","Ships in 3-5 business days","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/laptops/Asus%20Zenbook%20Pro%20Dual%20Screen%20Laptop/thumbnail.png","19.67","11.05","14.32","5","Very satisfied!","Jack Ward","1","Very disappointed!","Ava Harris","5","Great value for money!","Brayden Fleming","laptops"
"80","Huawei Matebook X Pro","The Huawei Matebook X Pro is a slim and stylish laptop with a high-resolution touchscreen display, offering a premium experience for users on the go.","laptops","1399.99","15.25","4.62","34","Huawei","U2CBNNB0","9","2 year warranty","Ships in 2 weeks","In Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/laptops/Huawei%20Matebook%20X%20Pro/thumbnail.png","22.11","11.11","23.07","4","Great value for money!","Samantha Howard","2","Would not buy again!","Daniel Cook","5","Very satisfied!","Brayden Fleming","laptops"
"81","Lenovo Yoga 920","The Lenovo Yoga 920 is a 2-in-1 convertible laptop with a flexible hinge, allowing you to use it as a laptop or tablet, offering versatility and portability.","laptops","1099.99","7.77","2.98","71","Lenovo","MST9WZQY","7","Lifetime warranty","Ships in 1 week","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/laptops/Lenovo%20Yoga%20920/thumbnail.png","11.02","14.45","24.09","4","Very happy with my purchase!","Paisley Bell","4","Very pleased!","Lincoln Kelly","4","Great product!","Luna Russell","laptops"
"82","New DELL XPS 13 9300 Laptop","The New DELL XPS 13 9300 Laptop is a compact and powerful device, featuring a virtually borderless InfinityEdge display and high-end performance for various tasks.","laptops","1499.99","11.7","2.98","18","Dell","XBJJ446X","10","Lifetime warranty","Ships overnight","In Stock","7 days return policy","1","","","https://cdn.dummyjson.com/products/images/laptops/New%20DELL%20XPS%2013%209300%20Laptop/thumbnail.png","12.09","6.43","15.69","3","Very disappointed!","Julian Newton","4","Very pleased!","Grace Perry","5","Great product!","Daniel Taylor","laptops"
"83","Blue & Black Check Shirt","The Blue & Black Check Shirt is a stylish and comfortable men's shirt featuring a classic check pattern. Made from high-quality fabric, it's suitable for both casual and semi-formal occasions.","mens-shirts","29.99","1.41","4.19","44","Fashion Trends","6RJDTVCU","6","No warranty","Ships in 1 month","In Stock","7 days return policy","4","","","https://cdn.dummyjson.com/products/images/mens-shirts/Blue%20&%20Black%20Check%20Shirt/thumbnail.png","17.25","27.31","20.88","4","Highly recommended!","Mason Parker","5","Highly impressed!","Avery Perez","5","Fast shipping!","Nathan Reed","clothing, men's shirts"
"84","Gigabyte Aorus Men Tshirt","The Gigabyte Aorus Men Tshirt is a cool and casual shirt for gaming enthusiasts. With the Aorus logo and sleek design, it's perfect for expressing your gaming style.","mens-shirts","24.99","12.6","4.95","64","Gigabyte","QA703Y60","2","1 month warranty","Ships in 1 week","In Stock","30 days return policy","4","","","https://cdn.dummyjson.com/products/images/mens-shirts/Gigabyte%20Aorus%20Men%20Tshirt/thumbnail.png","8.54","23.52","5.66","4","Highly recommended!","Logan Lawson","4","Great value for money!","Logan Lawson","5","Great value for money!","Oscar Powers","clothing, men's t-shirts"
"85","Man Plaid Shirt","The Man Plaid Shirt is a timeless and versatile men's shirt with a classic plaid pattern. Its comfortable fit and casual style make it a wardrobe essential for various occasions.","mens-shirts","34.99","17.53","3.66","65","Classic Wear","TWL7HRBB","1","Lifetime warranty","Ships in 1 week","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Plaid%20Shirt/thumbnail.png","29.56","29.84","7.77","3","Would not buy again!","Nora Mills","1","Very disappointed!","Addison Ward","4","Awesome product!","Emily Brown","clothing, men's shirts"
"86","Man Short Sleeve Shirt","The Man Short Sleeve Shirt is a breezy and stylish option for warm days. With a comfortable fit and short sleeves, it's perfect for a laid-back yet polished look.","mens-shirts","19.99","8.65","4.62","20","Casual Comfort","KEVGVDTV","2","5 year warranty","Ships in 2 weeks","In Stock","7 days return policy","1","","","https://cdn.dummyjson.com/products/images/mens-shirts/Man%20Short%20Sleeve%20Shirt/thumbnail.png","7.11","28.63","27.54","5","Great value for money!","Caleb Nelson","1","Disappointing product!","Emily Johnson","4","Great product!","Mila Hernandez","clothing, men's shirts"
"87","Men Check Shirt","The Men Check Shirt is a classic and versatile shirt featuring a stylish check pattern. Suitable for various occasions, it adds a smart and polished touch to your wardrobe.","mens-shirts","27.99","14.21","2.9","69","Urban Chic","L902AU9L","1","3 year warranty","Ships in 1 month","In Stock","90 days return policy","8","","","https://cdn.dummyjson.com/products/images/mens-shirts/Men%20Check%20Shirt/thumbnail.png","18.43","6.96","20.73","1","Would not buy again!","Elena Long","1","Very dissatisfied!","Mason Parker","4","Great product!","Sofia Mitchell","clothing, men's shirts"
"88","Nike Air Jordan 1 Red And Black","The Nike Air Jordan 1 in Red and Black is an iconic basketball sneaker known for its stylish design and high-performance features, making it a favorite among sneaker enthusiasts and athletes.","mens-shoes","149.99","15.82","2.77","15","Nike","84YC5J67","5","1 year warranty","Ships in 1 month","In Stock","7 days return policy","2","","","https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Air%20Jordan%201%20Red%20And%20Black/thumbnail.png","19.29","13.2","29.13","2","Very unhappy with my purchase!","Victoria McDonald","4","Great product!","Mason Parker","5","Fast shipping!","Avery Perez","footwear, athletic shoes"
"89","Nike Baseball Cleats","Nike Baseball Cleats are designed for maximum traction and performance on the baseball field. They provide stability and support for players during games and practices.","mens-shoes","79.99","11.4","4.01","14","Nike","81LRTRP5","7","No warranty","Ships overnight","In Stock","7 days return policy","3","","","https://cdn.dummyjson.com/products/images/mens-shoes/Nike%20Baseball%20Cleats/thumbnail.png","14.83","19.16","28.98","5","Very happy with my purchase!","William Gonzalez","2","Not worth the price!","Sophia Brown","4","Very satisfied!","Gabriel Mitchell","footwear, sports cleats"
"90","Puma Future Rider Trainers","The Puma Future Rider Trainers offer a blend of retro style and modern comfort. Perfect for casual wear, these trainers provide a fashionable and comfortable option for everyday use.","mens-shoes","89.99","3.64","4.85","10","Puma","64ORN32I","8","2 year warranty","Ships in 1 month","In Stock","90 days return policy","9","","","https://cdn.dummyjson.com/products/images/mens-shoes/Puma%20Future%20Rider%20Trainers/thumbnail.png","14.58","25.54","19.57","5","Very happy with my purchase!","Lucas Allen","4","Awesome product!","Mason Pearson","4","Very satisfied!","Hunter Gordon","footwear, casual shoes"
"91","Sports Sneakers Off White & Red","The Sports Sneakers in Off White and Red combine style and functionality, making them a fashionable choice for sports enthusiasts. The red and off-white color combination adds a bold and energetic touch.","mens-shoes","119.99","11.69","4.92","73","Off White","8SRWW2RM","3","6 months warranty","Ships overnight","In Stock","No return policy","5","","","https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20&%20Red/thumbnail.png","10.71","19.23","19.85","3","Not worth the price!","James Garcia","1","Very unhappy with my purchase!","Nora Russell","4","Excellent quality!","Aurora Rodriguez","footwear, athletic shoes"
"92","Sports Sneakers Off White Red","Another variant of the Sports Sneakers in Off White Red, featuring a unique design. These sneakers offer style and comfort for casual occasions.","mens-shoes","109.99","17.22","2.95","75","Off White","1SFJZOT2","4","No warranty","Ships in 1 week","In Stock","No return policy","3","","","https://cdn.dummyjson.com/products/images/mens-shoes/Sports%20Sneakers%20Off%20White%20Red/thumbnail.png","18.32","19.34","28.56","5","Fast shipping!","Madeline Simpson","5","Awesome product!","Mateo Nguyen","4","Very pleased!","Ethan Fletcher","footwear, casual shoes"
"93","Brown Leather Belt Watch","The Brown Leather Belt Watch is a stylish timepiece with a classic design. Featuring a genuine leather strap and a sleek dial, it adds a touch of sophistication to your look.","mens-watches","89.99","15.01","4.47","69","Fashion Timepieces","WGZ21MSA","10","3 months warranty","Ships in 1 week","In Stock","90 days return policy","10","","","https://cdn.dummyjson.com/products/images/mens-watches/Brown%20Leather%20Belt%20Watch/thumbnail.png","18.39","10.82","10.52","3","Very dissatisfied!","Oscar Powers","4","Fast shipping!","Eli Ward","4","Highly impressed!","Stella Hughes","watches, leather watches"
"94","Longines Master Collection","The Longines Master Collection is an elegant and refined watch known for its precision and craftsmanship. With a timeless design, it's a symbol of luxury and sophistication.","mens-watches","1499.99","0.64","2.64","65","Longines","LA7B9XEV","2","1 month warranty","Ships in 3-5 business days","In Stock","60 days return policy","1","","","https://cdn.dummyjson.com/products/images/mens-watches/Longines%20Master%20Collection/thumbnail.png","5.83","12.48","7.65","4","Great product!","Jack Ward","4","Highly recommended!","Victoria McDonald","4","Highly impressed!","Mia Rodriguez","watches, luxury watches"
"95","Rolex Cellini Date Black Dial","The Rolex Cellini Date with Black Dial is a classic and prestigious watch. With a black dial and date complication, it exudes sophistication and is a symbol of Rolex's heritage.","mens-watches","8999.99","14.28","3.61","84","Rolex","J3GPKQW0","6","5 year warranty","Ships in 1 month","In Stock","30 days return policy","1","","","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Date%20Black%20Dial/thumbnail.png","12.17","27.99","10.36","5","Very pleased!","Gavin Stanley","4","Highly impressed!","Stella Hughes","4","Would buy again!","Paisley Bell","watches, luxury watches"
"96","Rolex Cellini Moonphase","The Rolex Cellini Moonphase is a masterpiece of horology, featuring a moon phase complication and exquisite design. It reflects Rolex's commitment to precision and elegance.","mens-watches","12999.99","5.7","4.52","33","Rolex","LUZDIKKR","5","3 year warranty","Ships overnight","In Stock","No return policy","1","","","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Cellini%20Moonphase/thumbnail.png","28.07","13.43","10.81","4","Very happy with my purchase!","Sophia Jones","5","Very satisfied!","Jacob Cooper","4","Very satisfied!","Elijah Cruz","watches, luxury watches"
"97","Rolex Datejust","The Rolex Datejust is an iconic and versatile timepiece with a date window. Known for its timeless design and reliability, it's a symbol of Rolex's watchmaking excellence.","mens-watches","10999.99","9.69","4.94","11","Rolex","86V20NWJ","5","6 months warranty","Ships in 3-5 business days","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Datejust/thumbnail.png","9.68","7.29","5.67","5","Highly impressed!","Max Russell","4","Would buy again!","Jonathan Pierce","4","Awesome product!","Asher Scott","watches, luxury watches"
"98","Rolex Submariner Watch","The Rolex Submariner is a legendary dive watch with a rich history. Known for its durability and water resistance, it's a symbol of adventure and exploration.","mens-watches","13999.99","0.82","2.97","35","Rolex","XFGRO0O5","5","No warranty","Ships in 1-2 business days","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/mens-watches/Rolex%20Submariner%20Watch/thumbnail.png","5.22","27.59","16.93","2","Very dissatisfied!","Emily Brown","5","Highly impressed!","Nova Cooper","2","Would not recommend!","Julian James","watches, luxury watches"
"99","Amazon Echo Plus","The Amazon Echo Plus is a smart speaker with built-in Alexa voice control. It features premium sound quality and serves as a hub for controlling smart home devices.","mobile-accessories","99.99","16.3","3.52","50","Amazon","YHLK4W9V","7","1 month warranty","Ships in 1 week","In Stock","90 days return policy","1","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Amazon%20Echo%20Plus/thumbnail.png","8.1","7.74","5.68","4","Highly recommended!","Nora Mills","4","Fast shipping!","Ava Taylor","4","Very pleased!","Aria Flores","electronics, smart speakers"
"100","Apple Airpods","The Apple Airpods offer a seamless wireless audio experience. With easy pairing, high-quality sound, and Siri integration, they are perfect for on-the-go listening.","mobile-accessories","129.99","4.82","4.38","93","Apple","H76W8TSP","3","No warranty","Ships in 3-5 business days","In Stock","60 days return policy","3","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Airpods/thumbnail.png","22.62","9.92","18.15","3","Waste of money!","Aaliyah Hanson","2","Waste of money!","Leah Gutierrez","3","Not worth the price!","Jace Smith","electronics, wireless earphones"
"101","Apple AirPods Max Silver","The Apple AirPods Max in Silver are premium over-ear headphones with high-fidelity audio, adaptive EQ, and active noise cancellation. Experience immersive sound in style.","mobile-accessories","549.99","11.7","3.11","7","Apple","HPK82VDE","4","3 months warranty","Ships in 1 month","In Stock","90 days return policy","2","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20AirPods%20Max%20Silver/thumbnail.png","7.73","18.36","17.87","1","Waste of money!","Harper Kelly","3","Not as described!","Abigail Rivera","5","Excellent quality!","Nora Russell","electronics, over-ear headphones"
"102","Apple Airpower Wireless Charger","The Apple AirPower Wireless Charger provides a convenient way to charge your compatible Apple devices wirelessly. Simply place your devices on the charging mat for effortless charging.","mobile-accessories","79.99","6.54","4.51","78","Apple","CBIU3PMZ","3","Lifetime warranty","Ships in 1 month","In Stock","7 days return policy","8","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Airpower%20Wireless%20Charger/thumbnail.png","25.51","20.44","26.48","5","Awesome product!","Bella Gonzalez","4","Very pleased!","Eli Bennett","5","Very pleased!","Cameron Perez","electronics, wireless chargers"
"103","Apple HomePod Mini Cosmic Grey","The Apple HomePod Mini in Cosmic Grey is a compact smart speaker that delivers impressive audio and integrates seamlessly with the Apple ecosystem for a smart home experience.","mobile-accessories","99.99","3.7","4.51","65","Apple","LDHQAT4B","2","1 month warranty","Ships overnight","In Stock","7 days return policy","8","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20HomePod%20Mini%20Cosmic%20Grey/thumbnail.png","21.14","12.62","20.13","3","Very dissatisfied!","Evelyn Gonzalez","1","Very unhappy with my purchase!","Mateo Perez","4","Would buy again!","Nora Mills","electronics, smart speakers"
"104","Apple iPhone Charger","The Apple iPhone Charger is a high-quality charger designed for fast and efficient charging of your iPhone. Ensure your device stays powered up and ready to go.","mobile-accessories","19.99","1.01","3.03","4","Apple","YAA6EHI7","5","2 year warranty","Ships in 1 week","Low Stock","60 days return policy","43","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20iPhone%20Charger/thumbnail.png","28.77","25.05","29.55","5","Very satisfied!","Emily Johnson","4","Very pleased!","Charlotte Lopez","5","Highly recommended!","Cameron Perez","electronics, chargers"
"105","Apple MagSafe Battery Pack","The Apple MagSafe Battery Pack is a portable and convenient way to add extra battery life to your MagSafe-compatible iPhone. Attach it magnetically for a secure connection.","mobile-accessories","99.99","10.27","2.61","80","Apple","XNFJURL7","6","3 year warranty","Ships in 3-5 business days","In Stock","No return policy","4","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20MagSafe%20Battery%20Pack/thumbnail.png","21.61","7.98","9.32","5","Very pleased!","Hazel Gardner","5","Very satisfied!","Aurora Rodriguez","5","Very pleased!","Victoria McDonald","electronics, power banks"
"106","Apple Watch Series 4 Gold","The Apple Watch Series 4 in Gold is a stylish and advanced smartwatch with features like heart rate monitoring, fitness tracking, and a beautiful Retina display.","mobile-accessories","349.99","5.14","4.42","68","Apple","ZNXPOEPT","6","6 months warranty","Ships in 1-2 business days","In Stock","60 days return policy","2","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Apple%20Watch%20Series%204%20Gold/thumbnail.png","8.96","28.26","26.46","3","Would not buy again!","Ellie Stewart","1","Poor quality!","Grayson Coleman","4","Fast shipping!","Alice Smith","electronics, smartwatches"
"107","Beats Flex Wireless Earphones","The Beats Flex Wireless Earphones offer a comfortable and versatile audio experience. With magnetic earbuds and up to 12 hours of battery life, they are ideal for everyday use.","mobile-accessories","49.99","8.27","4.17","49","Beats","7N15J2UK","6","1 week warranty","Ships overnight","In Stock","7 days return policy","19","","","https://cdn.dummyjson.com/products/images/mobile-accessories/Beats%20Flex%20Wireless%20Earphones/thumbnail.png","23.49","15.22","20.05","5","Very satisfied!","Hannah Robinson","4","Awesome product!","Grace Perry","5","Very satisfied!","Grayson Coleman","electronics, wireless earphones"
"108","iPhone 12 Silicone Case with MagSafe Plum","The iPhone 12 Silicone Case with MagSafe in Plum is a stylish and protective case designed for the iPhone 12. It features MagSafe technology for easy attachment of accessories.","mobile-accessories","29.99","14.35","4.41","51","Apple","3UHE8VLA","5","1 year warranty","Ships in 1 month","In Stock","30 days return policy","19","","","https://cdn.dummyjson.com/products/images/mobile-accessories/iPhone%2012%20Silicone%20Case%20with%20MagSafe%20Plum/thumbnail.png","6.32","23.37","21.62","1","Very disappointed!","Isaac Lawrence","1","Would not recommend!","Emily Johnson","4","Highly recommended!","Mateo Bennett","electronics, phone accessories"
